Country Name	Country Code	precipitation	extreme climate	GDP per capita	forest cover	population density
Saudi Arabia	SAU	59	0.005660491140626	70812.0131378152	0.454484134921779	12.3879736148003
Sudan	SDN		2.76541558191951	619.000300447022		13.6150621496894
Senegal	SEN	686	0.597670115011869	668523.954470709	44.1835558094842	64.0684153118994
Singapore	SGP	2497		59467.6007749661	25.2395714285714	7125.10428571429
Solomon Islands	SLB	3028	0.090344056609733	14326.9757095551	90.4255805644873	18.405930689532
Sierra Leone	SLE	2526	0.247016283746712	1046098.23367319	38.1253394292048	86.9040592962039
El Salvador	SLV	1784	0.360637004160202	3237.58403735954	30.5685328185328	297.185231660232
San Marino	SMR			46228.7104622871	16.6666666666667	513.75
Somalia	SOM	282	4.60368934052831		10.8780724965728	18.6783737686103
Serbia	SRB		0.010660574339664	560114.315266063	30.7306197118683	83.7046306883147
Sub-Saharan Africa (excluding high income)	SSA				30.0737287982235	35.4512694034153
South Sudan	SSD			3090.26500892887		
Sub-Saharan Africa	SSF				30.0746583943571	35.4542456892896
Small states	SST				40.6627537655796	13.8132203726136
Sao Tome and Principe	STP	3200		16091.0602295923	60.5479166666667	183.205208333333
Suriname	SUR	2331	0.339835427358562	29384.462630445	98.1023141025641	3.35328846153846
Slovak Republic	SVK	824	0.044927135496176	12328.9078097715	39.8473695154918	112.006778956124
Slovenia	SVN	1162	0	18411.8364303228	61.8292646606241	101.245371243634
Sweden	SWE	624	0	388369.433183686	68.4359311790223	22.6605132329288
Eswatini	SWZ	788	9.22658630792033	31189.3952690499	28.1520348837209	61.4803488372093
Sint Maarten (Dutch part)	SXM			45336.7720077107		1007
Seychelles	SYC	2330	0.078021323954167	68672.8218286788	73.2608695652174	189.778260869565
Syrian Arab Republic	SYR	252	0.507772234430497	67001.5801754542	2.6469178828142	115.475239599216
Turks and Caicos Islands	TCA				11.0736842105263	33.6136842105263
Chad	TCD	322	2.71464102500458	338551.151698656	4.45703621346887	9.18054479034308
East Asia & Pacific (IDA & IBRD countries)	TEA				29.8294967602935	121.765838923989
Europe & Central Asia (IDA & IBRD countries)	TEC				39.1366293670389	19.0764060057483
Togo	TGO	1168	0.508477884982821	378961.970807123	22.8319433719434	114.926273211988
Thailand	THA	1622	3.75109895493503	114512.510043469	39.0798410616767	130.883035487091
Tajikistan	TJK	691	5.37808586974649	497.588499925048	2.92940840240069	52.6204058302372
Turkmenistan	TKM	161	0.000475378280003	5349.31030702565	8.78215904496414	10.6568063328581
Latin America & the Caribbean (IDA & IBRD countries)	TLA				48.2950980514253	28.487500271171
Timor-Leste	TLS	1500	0.025120381272184	1103.86312397257	62.9791526563551	72.2451916610626
Middle East & North Africa (IDA & IBRD countries)	TMN				2.45094791477279	37.4292716961948
Tonga	TON			7913.97056700386	12.4305555555556	144.301388888889
South Asia (IDA & IBRD)	TSA				18.2939408920782	338.590404597893
Sub-Saharan Africa (IDA & IBRD countries)	TSS				30.0746583943571	35.4542456892896
Trinidad and Tobago	TTO	2200	0.000817749398672	120201.225508566	45.3867446393762	257.489473684211
Tunisia	TUN	207	0.098450336468041	7612.66860505652	4.41215242018538	67.7503282698249
Turkey	TUR	593	0.136563067437583	14110.3847784493	27.2723347582605	92.6697322089835
Tuvalu	TUV			3078.65168539326	33.3333333333333	347.1
Tanzania	TZA	1071	1.49586357405237	1558060.02252268	56.8096748701739	48.6270377060284
Uganda	UGA	1180	0.85120346991391	2326426.37843368	13.9716380561533	157.204824583354
Ukraine	UKR	565	0.269239353924442	54754.4541349246	16.4748325623144	79.4954964441069
Upper middle income	UMC				37.5668895016344	43.4953201305991
Uruguay	URY	1300	0.264742966821956	398228.970592977	9.68500742772255	19.1388184207519
United States	USA	715	0.214155722534503	51869.7063083713	33.6927352193296	33.5363992251367
Uzbekistan	UZB	206	0.123694001358125	2642058.70564429	7.78275999059709	65.2736248236953
St. Vincent and the Grenadines	VCT	1583	0.00923653993672	15654.8438033853	73.1794871794872	277.674358974359
Venezuela, RB	VEN	2044	0.155204204310207	2021.0090182266	54.0441018082875	31.7793889235304
British Virgin Islands	VGB				24.2866666666667	180.233333333333
Virgin Islands (U.S.)	VIR			47950.2601380023	53.24	309.725714285714
Vietnam	VNM	1821	1.59936168053814	23280957.8349394	42.6602509110846	280.879317573451
Vanuatu	VUT	2000	0.105703889988763	236336.23460329	36.2838392124692	18.8879409351928
World	WLD				30.8967480813429	52.6656293068104
Samoa	WSM	2880	0	9598.64700113247	59.0007067137809	65.213074204947
Kosovo	XKX			2109.4339172761		161.79608707633
Yemen, Rep.	YEM	167	0.099410698545419	16080.6442743408	1.03983180862549	42.6472413205296
South Africa	ZAF	495	1.8056505619928	76402.5421373487	14.385156913337	41.6102787097412
Zambia	ZMB	1020	4.19967674421609	6669.55746673021	62.8631001224122	17.7768627503733
Zimbabwe	ZWE	657		856.914556471943	46.4039033217009	32.381967170738
